DRS_ID,DistributionChannel,UserLanguage,geoid.county,Zone,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1a,Q2,Q3_0,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_0,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_0,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_0,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_0,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10,Q12_0,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q14,Q15,Q16,Q17_0,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q18,Q19a,Q19b,Q20,Q21,Q22,Q23,Q24_0,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q34,Q39,Q41a,Q41b,Q41c,Q41d,Q41e,Q41f,Q42a,Q42b,Q42c,Q42d,Q42e,Q42f,Q42g,Q42h,Q42i,Q43_0,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_9,Q43_10,Q43_11,WTFINAL,SEX_P,RACE_P,INCOME_P,AGE_P,ETHNICITY_P,EDU_P,HOMEOWNERSHIP_P,LANGUAGE_P
DRS2305,Online,Spanish,095,1,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,13,Historic or Delta “legacy” town,Yes,No,No,Yes,No,Yes,Yes,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,Yes,Yes,No,Yes,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,No one advocates for my interests in the Delta,Very dissatisfied,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Not at all concerned,<Unsure>,<Unsure>,Not at all concerned,Very concerned,Moderately concerned,Somewhat concerned,<Decline to answer>,Not at all due to climate change,mostly by natural changes in the environment,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Strongly disagree,Somewhat disagree,<Decline to answer>,<Decline to answer>,Not doing enough,Doing too much,Yes,No,Yes,No,No,Yes,No,No,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Very conservative,Yes,Trust completely,NA,Trust somewhat,Somewhat distrust,Trust somewhat,<Not applicable>,Unsure,<Decline to answer>,Unsure,<Not applicable>,Very likely,Very unlikely,Somewhat likely,Somewhat likely,No,No,<Not applicable>,No,<Decline to answer>,No,<Not applicable>,NA,<Not applicable>,NA,<Not applicable>,Yes,0.4374222140449405,Female,Asian/PI,50K - <75K,65+,<Missing>,<Missing>,Rented/Other,Other lang
DRS2306,Online,Spanish,<Erased>,2,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,1,Suburban,Yes,No,Yes,No,No,No,Yes,No,No,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,No,No,No,Yes,No,No,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,No,No,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No one advocates for my interests in the Delta,Neutral,<Decline to answer>,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Somewhat concerned,<Unsure>,<Unsure>,Not at all concerned,Moderately concerned,Not at all concerned,Somewhat concerned,Yes. Please specify:,Not at all due to climate change,<I don't know>,No,No,No,<Decline to answer>,No,No,No,Yes,No,No,<Decline to answer>,Somewhat disagree,Strongly agree,<Decline to answer>,Doing the right amount,Not doing enough,Doing too much,<Decline to answer>,No,Yes,No,Yes,No,<Decline to answer>,No,Yes,No,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,No,Moderate,NA,Trust only a little,<Not applicable>,Somewhat distrust,Trust only a little,<Not applicable>,Trust somewhat,<Decline to answer>,<Not applicable>,Very unlikely,Somewhat likely,Somewhat unlikely,<Decline to answer>,Unsure,Somewhat unlikely,<Not applicable>,No,NA,<Not applicable>,No,<Not applicable>,Yes,<Decline to answer>,<Decline to answer>,No,No,No,0.44177651814205865,Female,<Missing>,75K - <100K,65+,Hispanic/Latino,>BA/BS,<Decline to answer>,Other lang
DRS2307,Online,Spanish,013,2,Yes,No,<Decline to answer>,No,No,Yes,63,Historic or Delta “legacy” town,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,<I Dont know why the Delta is important>,Yes,No,<I Dont know why the Delta is important>,Yes,Yes,Yes,<Decline to answer>,Yes,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,No,<Decline to answer>,Please specify individual or organization name:,Dissatisfied,<Decline to answer>,No,Yes,Yes,No,Yes,Yes,<Decline to answer>,Somewhat concerned,Not at all concerned,Very concerned,<Decline to answer>,Not at all concerned,Somewhat concerned,Not at all concerned,No,<Decline to answer>,by both human activities and natural changes in the environment,Yes,No,No,Yes,No,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,No,Somewhat agree,Strongly disagree,<Decline to answer>,<Decline to answer>,<I don't know>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,Yes,Yes,Yes,<Decline to answer>,Yes,Conservative,Yes,Trust somewhat,<Not applicable>,NA,<Not applicable>,NA,Somewhat distrust,<Not applicable>,<Decline to answer>,NA,<Decline to answer>,Somewhat unlikely,<Decline to answer>,Somewhat unlikely,Very likely,NA,No,<Not applicable>,<Decline to answer>,NA,<Decline to answer>,NA,No,<Not applicable>,Yes,NA,<Not applicable>,0.08048093728292059,Female,White,75K - <100K,18-24,Not Hispanic/Latino,<Missing>,Owned by you or someone else living there,NA
DRS2308,Online,English,077,3,Yes,Yes,Yes,<Decline to answer>,No,Yes,26,Suburban,No,No,Yes,Yes,Yes,No,No,Yes,No,<I Dont know why the Delta is important>,Yes,No,Yes,No,<I Dont know why the Delta is important>,<Decline to answer>,No,No,No,No,<Decline to answer>,Yes,No,Yes,Yes,No,No,Yes,No,No,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,No,No,<Decline to answer>,No,No,<I don't know>,Satisfied,No,No,No,<Decline to answer>,Yes,No,No,Yes,Somewhat concerned,<Unsure>,Very concerned,<Unsure>,<Unsure>,Very concerned,<Unsure>,No,Mostly due to climate change,mostly by natural changes in the environment,Yes,<Decline to answer>,Yes,No,No,No,Yes,No,No,No,<Decline to answer>,Strongly disagree,Somewhat disagree,"No, I have not personally experienced drought impacts",<Decline to answer>,Doing the right amount,Doing the right amount,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Very conservative,Yes,Trust completely,Somewhat distrust,NA,Trust only a little,Trust only a little,<Decline to answer>,Unsure,<Decline to answer>,<Decline to answer>,Somewhat unlikely,Somewhat unlikely,<Decline to answer>,Somewhat unlikely,NA,No,<Decline to answer>,<Not applicable>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,NA,Yes,<Decline to answer>,NA,<Decline to answer>,0.4803641807876198,Female,White,100K - <150K,25-34,Not Hispanic/Latino,<BA/BS,NA,English only
DRS2309,Mail,Spanish,<Erased>,2,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,Yes,58,Suburban,Yes,Yes,No,No,No,Yes,Yes,No,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<Decline to answer>,No,No,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,<Decline to answer>,Dissatisfied,Yes,No,No,<Decline to answer>,No,Yes,No,<Decline to answer>,Not at all concerned,Moderately concerned,<Unsure>,<Unsure>,Somewhat concerned,Somewhat concerned,Moderately concerned,<Decline to answer>,<Decline to answer>,mostly by natural changes in the environment,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<I don't know>,Strongly agree,<I don't know>,Doing the right amount,Doing the right amount,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,<Decline to answer>,No,No,Yes,Yes,<Decline to answer>,No,Yes,No,No,Very Liberal,Yes,Trust somewhat,Trust only a little,Trust only a little,Somewhat distrust,<Not applicable>,<Decline to answer>,Somewhat likely,Unsure,NA,Unsure,<Not applicable>,<Decline to answer>,Very unlikely,<Decline to answer>,Yes,Yes,NA,<Not applicable>,<Not applicable>,No,NA,No,NA,NA,No,<Decline to answer>,0.20481346919020743,Male,Asian/PI,75K - <100K,35-44,Hispanic/Latino,BA/BS,Rented/Other,NA
DRS2310,Mail,English,<Erased>,2,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,76,Rural (outside of town),Yes,No,No,Yes,Yes,Yes,No,Yes,No,<I Dont know why the Delta is important>,Yes,Yes,No,Yes,<I Dont know why the Delta is important>,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,No,Yes,No,Yes,<Decline to answer>,No,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,Yes,Yes,Yes,<Decline to answer>,No,No,Please specify individual or organization name:,Neutral,No,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,Yes,Moderately concerned,Very concerned,Not at all concerned,Very concerned,Very concerned,Moderately concerned,<Decline to answer>,No,Not at all due to climate change,None of the above because climate change isn't happening,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,No,No,<Decline to answer>,<Decline to answer>,<I don't know>,<Decline to answer>,"No, I have not personally experienced drought impacts",<I don't know>,<I don't know>,Not doing enough,<Decline to answer>,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Strongly distrust,Strongly distrust,Somewhat distrust,<Decline to answer>,Somewhat distrust,Trust completely,<Not applicable>,Somewhat unlikely,Very unlikely,Somewhat likely,Very likely,<Decline to answer>,Very unlikely,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,No,0.8937912244374513,Female,White,75K - <100K,<Missing>,Not Hispanic/Latino,<Missing>,NA,English only
DRS2311,Online,English,077,3,Yes,No,<Decline to answer>,No,No,<Decline to answer>,10,Historic or Delta “legacy” town,Yes,Yes,No,Yes,No,No,Yes,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,No,No,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,Yes,No,<I don't know>,Very satisfied,No,No,No,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,<Unsure>,Very concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Very concerned,Very concerned,No,Entirely due to climate change,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,No,Yes,No,Somewhat disagree,Strongly disagree,<I don't know>,Doing the right amount,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,No,No,No,No,No,No,Yes,<Decline to answer>,<Decline to answer>,NA,Trust completely,<Not applicable>,Strongly distrust,<Not applicable>,<Not applicable>,Trust completely,Very unlikely,<Decline to answer>,Unsure,<Not applicable>,Somewhat likely,NA,Somewhat unlikely,Very likely,NA,NA,NA,<Decline to answer>,<Decline to answer>,<Not applicable>,<Decline to answer>,<Not applicable>,NA,<Not applicable>,<Decline to answer>,NA,0.617974648385765,<Missing>,<Missing>,75K - <100K,35-44,<Missing>,<BA/BS,<Decline to answer>,Other lang
DRS2312,Mail,English,067,1,<Decline to answer>,Yes,No,No,No,<Decline to answer>,36,<I don't know>,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,<I Dont know why the Delta is important>,No,No,<I Dont know why the Delta is important>,Yes,Yes,No,No,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,Yes,No,No,Yes,No,<Decline to answer>,Yes,Yes,No,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,No one advocates for my interests in the Delta,<Decline to answer>,No,No,Yes,Yes,No,Yes,Yes,Yes,Very concerned,<Unsure>,Very concerned,<Decline to answer>,Somewhat concerned,Very concerned,Very concerned,<Decline to answer>,<I don't know>,<I don't know>,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,No,No,Yes. Please specify:,Strongly disagree,<I don't know>,<I don't know>,Not doing enough,Doing the right amount,Doing too much,Yes,No,No,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,<Decline to answer>,<Decline to answer>,None of the above,No,<Not applicable>,<Decline to answer>,Somewhat distrust,NA,Somewhat distrust,<Decline to answer>,<Decline to answer>,Very likely,Very unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,<Decline to answer>,NA,NA,<Not applicable>,<Not applicable>,<Decline to answer>,<Decline to answer>,Yes,<Not applicable>,Yes,No,Yes,No,<Decline to answer>,0.6728572898390892,Male,<Missing>,75K - <100K,45-54,Not Hispanic/Latino,<Missing>,NA,English only
DRS2313,Online,English,113,2,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<I don't know>,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,<I Dont know why the Delta is important>,Yes,No,No,Yes,Yes,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Yes,No,Yes,No,<Decline to answer>,No,No,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,<I don't know>,Very satisfied,No,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,No,Very concerned,<Decline to answer>,<Decline to answer>,Very concerned,Very concerned,Very concerned,Very concerned,Yes. Please specify:,Mostly due to other factors,mostly by human activities,Yes,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<I don't know>,Somewhat disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,Doing too much,Not doing enough,<Decline to answer>,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,No,No,<Decline to answer>,No,No,NA,Yes,Somewhat distrust,<Decline to answer>,Trust somewhat,Strongly distrust,Trust only a little,Trust only a little,Very likely,Very likely,NA,Unsure,Somewhat likely,Very unlikely,<Decline to answer>,<Not applicable>,<Decline to answer>,Yes,<Decline to answer>,<Not applicable>,<Not applicable>,Yes,NA,<Decline to answer>,Yes,Yes,<Decline to answer>,<Not applicable>,0.7940909734629694,Female,White,>150K,35-44,<Missing>,BA/BS,<Decline to answer>,Other lang
DRS2314,Online,Spanish,013,1,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,66,<I don't know>,No,Yes,No,No,Yes,Yes,No,No,Yes,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,No,Yes,Yes,Yes,No,<Decline to answer>,Yes,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes,No,Yes,No,No one advocates for my interests in the Delta,Very satisfied,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Very concerned,Somewhat concerned,Moderately concerned,<Decline to answer>,Somewhat concerned,Moderately concerned,<Decline to answer>,<I don't know>,<I don't know>,Yes,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,No,<Decline to answer>,Somewhat agree,<I don't know>,Doing the right amount,Not doing enough,Not doing enough,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,<Decline to answer>,No,Yes,<Decline to answer>,Yes,No,Yes,Very conservative,Yes,Somewhat distrust,Trust only a little,Trust completely,<Decline to answer>,Trust completely,Somewhat distrust,<Decline to answer>,<Not applicable>,Unsure,Very likely,Very unlikely,Somewhat unlikely,Unsure,Somewhat likely,<Decline to answer>,No,<Not applicable>,NA,Yes,<Not applicable>,No,<Decline to answer>,NA,No,NA,<Decline to answer>,0.07362797286359944,Female,Asian/PI,<Missing>,35-44,<Missing>,<Missing>,NA,English only
DRS2315,Mail,English,013,1,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,6,Suburban,No,No,Yes,Yes,Yes,Yes,No,Yes,No,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,<Decline to answer>,<Decline to answer>,No,No,No,No,Yes,Yes,<Decline to answer>,Yes,No,No,No,No,<Decline to answer>,<Decline to answer>,Yes,No,No,<Decline to answer>,Yes,No,No,No,Yes,<Decline to answer>,No,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,Yes,<Decline to answer>,No,Somewhat concerned,Moderately concerned,<Decline to answer>,Somewhat concerned,<Unsure>,<Decline to answer>,Moderately concerned,No,Mostly due to other factors,by both human activities and natural changes in the environment,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,No,Yes,<Decline to answer>,Yes,No,Strongly disagree,Somewhat disagree,"No, I have not personally experienced drought impacts",Not doing enough,Doing the right amount,Doing too much,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,No,No,No,No,No,Yes,No,Yes,<Decline to answer>,NA,Somewhat distrust,Trust only a little,Somewhat distrust,<Not applicable>,Strongly distrust,Strongly distrust,Very unlikely,NA,NA,<Not applicable>,NA,Somewhat unlikely,Very likely,Very likely,Yes,<Decline to answer>,<Decline to answer>,NA,NA,No,<Not applicable>,NA,Yes,Yes,Yes,No,0.2526091625159608,Female,Other and mixed,75K - <100K,<Missing>,<Missing>,<BA/BS,NA,NA
DRS2316,Online,Spanish,077,1,No,Yes,<Decline to answer>,No,<Decline to answer>,Yes,22,<Decline to answer>,Yes,No,No,Yes,No,No,No,No,No,<I Dont know why the Delta is important>,No,Yes,<I Dont know why the Delta is important>,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,No,No,<Decline to answer>,No,Yes,No,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,Yes,<Decline to answer>,Very dissatisfied,No,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Somewhat concerned,Very concerned,<Decline to answer>,Very concerned,<Decline to answer>,Not at all concerned,<Decline to answer>,Entirely due to climate change,mostly by natural changes in the environment,Yes,Yes,Yes,<Decline to answer>,Yes,No,No,No,<Decline to answer>,No,Yes. Please specify:,<I don't know>,Somewhat agree,<Decline to answer>,<Decline to answer>,Not doing enough,Doing the right amount,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,<Decline to answer>,Yes,No,None of the above,Yes,Strongly distrust,<Not applicable>,<Not applicable>,Somewhat distrust,<Not applicable>,<Not applicable>,Very unlikely,Very unlikely,NA,Very unlikely,<Decline to answer>,Very likely,<Not applicable>,<Not applicable>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Not applicable>,NA,<Not applicable>,No,No,Yes,1.057803641830351,Male,Black,50K - <75K,18-24,<Missing>,BA/BS,NA,Other lang
DRS2317,Online,English,113,2,No,<Decline to answer>,No,No,<Decline to answer>,No,53,Suburban,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,Yes,<Decline to answer>,Yes,Yes,No,Yes,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,Yes,No,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Please specify individual or organization name:,Satisfied,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,No,<Decline to answer>,Moderately concerned,Not at all concerned,Somewhat concerned,Moderately concerned,<Unsure>,Very concerned,No,Mostly due to other factors,None of the above because climate change isn't happening,Yes,No,<Decline to answer>,Yes,No,Yes,Yes,No,Yes,No,Yes. Please specify:,<I don't know>,Somewhat disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<Decline to answer>,Doing too much,<Decline to answer>,<Decline to answer>,No,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,None of the above,Yes,Somewhat distrust,Somewhat distrust,NA,NA,Strongly distrust,<Decline to answer>,Unsure,Unsure,Unsure,Somewhat likely,Unsure,Somewhat unlikely,Very unlikely,Unsure,Yes,NA,Yes,NA,<Not applicable>,No,<Not applicable>,<Decline to answer>,No,No,<Not applicable>,Yes,0.6398901345346834,Female,White,<25K,35-44,Not Hispanic/Latino,BA/BS,NA,Other lang
DRS2318,Mail,Spanish,095,1,<Decline to answer>,No,No,No,<Decline to answer>,Yes,11,Suburban,No,Yes,Yes,No,Yes,No,No,No,Yes,<I Dont know why the Delta is important>,No,Yes,No,Yes,<I Dont know why the Delta is important>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No one advocates for my interests in the Delta,Very dissatisfied,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Moderately concerned,Moderately concerned,Very concerned,Not at all concerned,Not at all concerned,Somewhat concerned,<Decline to answer>,<Decline to answer>,None of the above because climate change isn't happening,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,Strongly agree,<I don't know>,"Yes, I have personally experienced drought impacts. Please specify:",Doing too much,<I don't know>,Not doing enough,No,No,<Decline to answer>,Yes,No,No,No,No,No,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,Very conservative,Yes,Trust only a little,Somewhat distrust,NA,<Decline to answer>,Strongly distrust,<Not applicable>,Unsure,Unsure,Unsure,<Decline to answer>,Somewhat unlikely,Somewhat unlikely,Very likely,Very unlikely,<Decline to answer>,No,<Not applicable>,Yes,Yes,No,Yes,Yes,NA,NA,<Not applicable>,<Not applicable>,1.4465855449672453,Female,White,100K - <150K,18-24,<Missing>,BA/BS,<Decline to answer>,English only
DRS2319,Mail,Spanish,077,3,<Decline to answer>,<Decline to answer>,Yes,Yes,No,Yes,48,<I don't know>,Yes,No,Yes,No,Yes,Yes,Yes,No,No,<I Dont know why the Delta is important>,No,No,No,<I Dont know why the Delta is important>,Yes,Yes,No,<Decline to answer>,No,No,No,No,No,<Decline to answer>,Yes,No,No,<Decline to answer>,Yes,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes,Yes,No,No,Yes,Please specify individual or organization name:,Neutral,<Decline to answer>,No,No,Yes,Yes,<Decline to answer>,Yes,Yes,Moderately concerned,<Unsure>,Moderately concerned,Moderately concerned,<Unsure>,Not at all concerned,Not at all concerned,<Decline to answer>,Not at all due to climate change,<I don't know>,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,No,Yes,No,Yes,<Decline to answer>,Strongly disagree,<I don't know>,"No, I have not personally experienced drought impacts",<I don't know>,Doing the right amount,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,No,No,Very conservative,NA,Trust only a little,NA,Somewhat distrust,<Decline to answer>,Somewhat distrust,Trust completely,Somewhat likely,Very unlikely,Somewhat likely,Very unlikely,<Not applicable>,Very likely,NA,Somewhat unlikely,NA,NA,<Not applicable>,No,<Not applicable>,<Not applicable>,No,No,No,No,<Not applicable>,<Decline to answer>,0.7873803073181099,<Missing>,Other and mixed,25K - <50K,65+,Not Hispanic/Latino,<BA/BS,<Decline to answer>,NA
